"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.349087500E0,-8.475375366E-1,-9.475745087E0,7.292834473E-1,9.541484118E0
8.359060500E0,-1.066981201E0,-9.858349457E0,1.051413574E0,9.971508081E0
8.369033500E0,-1.135688324E0,-1.011820908E1,1.076411591E0,1.023848645E1
8.379005500E0,-8.741821289E-1,-9.800120544E0,3.409909058E-1,9.844939404E0
8.388978500E0,-1.000669098E0,-9.435478821E0,-4.724176025E-1,9.500146189E0
8.398951500E0,-1.286125488E0,-9.821076965E0,-9.692344666E-1,9.952240300E0
8.408924500E0,-1.030457153E0,-1.002839584E1,-1.147064667E0,1.014624672E1
8.418897500E0,1.481918335E-2,-9.606273651E0,-2.115401001E0,9.836444198E0
8.428870500E0,7.755372620E-1,-9.302106171E0,-2.616109772E0,9.694053208E0
8.438842500E0,1.397942963E0,-9.120533752E0,-2.426154785E0,9.540681710E0
8.448815500E0,1.729054413E0,-8.910071411E0,-1.838027802E0,9.260526330E0
8.458788500E0,1.841770020E0,-8.626111908E0,-1.325493622E0,8.919577165E0
8.468761500E0,1.688788147E0,-8.469986572E0,-8.331674194E-1,8.676799288E0
8.478734500E0,1.466350708E0,-8.372838593E0,-3.080593872E-1,8.505851579E0
8.488706500E0,1.217118988E0,-8.264164581E0,5.523513794E-2,8.353493029E0
8.498679500E0,9.207353210E-1,-8.562793579E0,-5.777984619E-2,8.612347294E0
8.508652500E0,4.571493530E-1,-8.902287598E0,-6.695576477E-1,8.939128450E0
8.518625500E0,5.912704468E-2,-9.223220215E0,-1.206491089E0,9.301984083E0
8.528598500E0,2.177970886E-1,-9.388027496E0,-1.367107086E0,9.489545702E0
8.538571500E0,7.086264038E-1,-9.483678589E0,-1.655108185E0,9.653066563E0
8.548543500E0,9.584568787E-1,-9.921967163E0,-2.282603302E0,1.022616007E1
8.558516500E0,9.105564880E-1,-1.040965302E1,-2.359992371E0,1.071258853E1
8.568489500E0,6.833290100E-1,-1.030786469E1,-1.225351868E0,1.040290825E1
8.578462500E0,6.477030945E-1,-9.970915375E0,2.219883728E-1,9.994396007E0
8.588435500E0,8.452922058E-1,-9.641151123E0,6.985972595E-1,9.703316548E0
8.598408500E0,9.859996033E-1,-9.465715942E0,-4.311035156E-2,9.517028529E0
8.608380500E0,5.752537537E-1,-9.267228699E0,-1.245260468E0,9.368197173E0
8.618353500E0,-3.106040955E-1,-9.247170410E0,-1.586251373E0,9.387376040E0
8.628326500E0,-9.502239990E-1,-9.816286926E0,-1.683399353E0,1.000481125E1
8.638299500E0,-1.315614166E0,-1.060918808E1,-1.886976013E0,1.085570775E1
8.648272500E0,-1.234931946E0,-1.138981476E1,-1.849254456E0,1.160485584E1
8.658245500E0,-8.330177307E-1,-1.211445786E1,-1.924398193E0,1.229460516E1
8.668217500E0,-3.544628906E-1,-1.279748749E1,-2.333796844E0,1.301337534E1
8.678190500E0,-1.627116394E-1,-1.318922287E1,-2.567760315E0,1.343783718E1
8.688163500E0,-1.838177490E-1,-1.343905334E1,-2.205214233E0,1.362001885E1
8.698136500E0,-2.694396973E-3,-1.288804916E1,-2.073039093E0,1.305370865E1
8.708109500E0,4.634362793E-1,-1.200039505E1,-2.445764008E0,1.225585640E1
8.718082500E0,1.504221954E0,-1.143202698E1,-2.463127899E0,1.179071345E1
8.728054500E0,3.023412781E0,-1.123997635E1,-2.787203979E0,1.196856713E1
8.738027500E0,4.685855713E0,-1.181657730E1,-3.110381927E0,1.308675738E1
8.748000500E0,6.503525848E0,-1.336390961E1,-3.225941620E0,1.520843936E1
8.757973500E0,6.815327454E0,-1.467667969E1,-2.498155060E0,1.637358829E1
8.767946292E0,6.807693329E0,-1.449091599E1,-1.284329224E0,1.606178185E1
8.777919292E0,7.568561096E0,-1.425156372E1,-7.083270264E-1,1.615214886E1
8.787891292E0,6.591393127E0,-1.515433640E1,-7.747888184E-1,1.654390137E1
8.797864292E0,4.190685425E0,-1.513802032E1,-4.540058899E-1,1.571393092E1
8.807837292E0,2.651735687E0,-1.407717636E1,-4.673281860E-1,1.433237566E1
8.817810292E0,1.945803680E0,-1.258268417E1,8.846603394E-2,1.273255352E1
8.827783292E0,2.434237976E0,-1.189845703E1,2.800675964E-1,1.214813698E1
8.837755292E0,2.526296539E0,-1.170176605E1,9.684860229E-2,1.197175353E1
8.847728292E0,2.413131866E0,-1.166030228E1,-7.140151978E-2,1.190760063E1
8.857701292E0,2.256557465E0,-1.147783173E1,-1.880389709E0,1.184772291E1
8.867674292E0,2.125579834E0,-1.123952728E1,-2.127226410E0,1.163486809E1
8.877647292E0,2.157912598E0,-1.120644608E1,2.460882568E-1,1.141497174E1
8.887620292E0,2.007625122E0,-1.089614136E1,-3.532653809E-2,1.107960753E1
8.897592292E0,1.648821259E0,-1.041354492E1,-1.836231537E0,1.070197531E1
8.907565292E0,9.861492920E-1,-9.591005402E0,-2.421514435E0,9.941006347E0
8.917538292E0,3.442840576E-1,-8.996441803E0,-2.268682251E0,9.284471756E0
8.927511292E0,2.287243652E-1,-8.550519104E0,-1.547032928E0,8.692353114E0
8.937484292E0,5.189707947E-1,-8.110583954E0,-3.817062378E-1,8.136129449E0
8.947457292E0,9.526190186E-1,-7.363188171E0,4.534071350E-1,7.438386994E0
8.957429292E0,1.710193634E0,-5.600753174E0,3.546125793E-1,5.866766440E0
8.967402292E0,1.703457642E0,-3.607198792E0,-5.192701721E-1,4.022846327E0
8.977375292E0,1.255139923E0,-2.474803619E0,-1.069974976E0,2.974033562E0
8.987348292E0,9.666897583E-1,-2.212998047E0,-9.934840393E-1,2.611294694E0
8.997321292E0,1.113085327E0,-2.037113800E0,-1.259929962E0,2.641252561E0
9.007294292E0,1.193617859E0,-2.043849792E0,-1.168021088E0,2.639378493E0
9.017266292E0,1.029409332E0,-2.268981628E0,-1.165775757E0,2.750817027E0
9.027239292E0,1.143621826E0,-2.374362488E0,-1.328786774E0,2.951464449E0
9.037212292E0,1.460063782E0,-2.594255219E0,-1.535357208E0,3.349517598E0
9.047185292E0,1.689087524E0,-2.852168884E0,-1.860930176E0,3.801439876E0
9.057158292E0,1.626218262E0,-3.048560486E0,-2.083367615E0,4.034690507E0
9.067131292E0,1.654210052E0,-3.113675079E0,-2.543959808E0,4.347771257E0
9.077103292E0,1.587598572E0,-3.313958588E0,-3.331771545E0,4.960190760E0
9.087076292E0,1.351090393E0,-3.958218842E0,-4.419409790E0,6.084745232E0
9.097049292E0,9.131011963E-1,-5.126838684E0,-5.807473297E0,7.800318890E0
9.107022292E0,1.681004333E-1,-6.515800323E0,-7.244485016E0,9.745074384E0
9.116995292E0,6.930587769E-2,-8.040230255E0,-8.849447479E0,1.195670634E1
9.126968292E0,1.748364258E-1,-9.831555176E0,-1.113384705E1,1.485437966E1
9.136940292E0,7.105723572E-1,-1.196536789E1,-1.274105484E1,1.749312494E1
9.146913292E0,1.511257324E0,-1.378333740E1,-1.251083359E1,1.867579304E1
9.156886292E0,2.525847473E0,-1.409813278E1,-1.124147324E1,1.820736043E1
9.166859292E0,3.611689453E0,-1.245425125E1,-1.001133133E1,1.638229013E1
9.176832292E0,4.635111237E0,-1.004980133E1,-8.548423462E0,1.398421634E1
9.186805292E0,5.289250946E0,-8.191415863E0,-7.118447113E0,1.207260364E1
9.196777292E0,5.434898071E0,-6.785838776E0,-6.073919220E0,1.060557493E1
9.206750292E0,4.901557159E0,-5.687422943E0,-5.646557922E0,9.394448291E0
9.216723292E0,3.911815338E0,-5.323230286E0,-6.243067474E0,9.089277826E0
9.226696292E0,3.729644165E0,-6.614445190E0,-6.482270050E0,9.984035045E0
9.236669292E0,4.190236359E0,-8.938362579E0,-4.874164124E0,1.100953597E1
9.246642292E0,5.133874054E0,-1.054063065E1,-2.877765656E0,1.207241038E1
9.256614292E0,8.308173065E0,-1.156105865E1,-2.155966644E0,1.439902806E1
9.266587292E0,1.023197250E1,-1.321526871E1,-3.685635681E0,1.711492035E1
9.276560292E0,5.681884460E0,-1.504476425E1,-3.885919189E0,1.654476081E1
9.286533292E0,2.621049500E-1,-1.503174133E1,-6.259533234E0,1.628507608E1
9.296506292E0,-2.284848633E0,-1.366089203E1,-2.643353119E0,1.410063190E1
9.306479292E0,-6.173162842E-1,-9.197473755E0,5.853727112E0,1.091974011E1
9.316451292E0,1.592538300E0,-5.326822815E0,6.075715485E0,8.235626156E0
9.326424292E0,2.487377472E0,-4.670288086E0,1.201251984E0,5.426015465E0
9.336397292E0,2.733316040E0,-6.058800659E0,-1.350940704E0,6.782707630E0
9.346370292E0,2.176473999E0,-8.126301270E0,-2.984793091E-1,8.418010530E0
9.356343292E0,1.879042511E0,-1.012240036E1,7.503895569E-1,1.032263892E1
9.366316292E0,1.808239746E0,-1.164144150E1,9.880952454E-1,1.182240345E1
9.376288292E0,1.613345032E0,-1.185474792E1,7.584727478E-1,1.198804452E1
9.386261292E0,1.596280518E0,-1.158934982E1,9.288185120E-1,1.173558029E1
9.396234292E0,1.790426788E0,-1.200952606E1,6.372248840E-1,1.215896377E1
9.406207292E0,1.886377258E0,-1.240051300E1,-5.225633240E-1,1.255405171E1
9.416180292E0,1.961970062E0,-1.191073151E1,-1.978286133E0,1.223227156E1
9.426152292E0,2.436932373E0,-1.069930069E1,-2.446662140E0,1.124276791E1
9.436125292E0,2.768941956E0,-9.592801666E0,-1.803150330E0,1.014594670E1
9.446098292E0,2.899320831E0,-8.931327209E0,-1.201251984E0,9.466661150E0
9.456071292E0,3.004701691E0,-8.614136810E0,-8.035290527E-1,9.158452062E0
9.466044292E0,2.906206512E0,-8.805139618E0,-7.173083496E-1,9.300056519E0
9.476017292E0,2.191742249E0,-9.286089478E0,-2.595602417E-1,9.544766283E0
9.485990292E0,1.773511963E0,-9.387877808E0,3.719764709E-1,9.561169432E0
9.495962292E0,1.556912384E0,-9.165739746E0,6.659651184E-1,9.320851399E0
9.505935292E0,1.144070892E0,-9.230854340E0,8.788224792E-1,9.342906346E0
9.515908292E0,6.985972595E-1,-9.393565979E0,7.081773376E-1,9.446090994E0
9.525881292E0,2.526745605E-1,-9.634564819E0,3.206332397E-1,9.643209495E0
9.535854292E0,-3.161425781E-1,-9.968071289E0,2.278262329E-1,9.975685247E0
9.545826292E0,-1.170266418E0,-1.015383499E1,4.984634399E-2,1.022117279E1
9.555799292E0,-1.623374176E0,-1.015458344E1,-4.203259277E-1,1.029211263E1
9.565772292E0,-2.237996063E0,-1.006521927E1,-7.631130981E-1,1.033922661E1
9.575745292E0,-1.911674652E0,-9.670340424E0,-1.211430817E0,9.931643797E0
9.585718292E0,-1.078656921E0,-8.937614136E0,-1.902843018E0,9.201372655E0
9.595691292E0,-4.860392761E-1,-8.689280548E0,-2.165247345E0,8.968172985E0
9.605663292E0,-7.200027466E-2,-8.655750275E0,-1.641935577E0,8.810400065E0
9.615636292E0,4.531077576E-1,-8.772507477E0,-1.041085052E0,8.845679858E0
9.625609292E0,1.072968750E0,-8.849597168E0,-8.836125183E-1,8.958091485E0
9.635582292E0,1.337169342E0,-8.826096039E0,-8.400531006E-1,8.966252414E0
9.645555292E0,1.314865723E0,-8.713829498E0,-6.791377258E-1,8.838604214E0
9.655528292E0,1.381926270E0,-8.781937866E0,-6.001020813E-1,8.910234307E0
9.665500292E0,1.483864288E0,-9.006770325E0,-7.047344971E-1,9.155349017E0
9.675473292E0,1.523681488E0,-8.971144409E0,-7.599696350E-1,9.131297341E0
9.685446292E0,1.365310822E0,-8.859925690E0,-8.795709229E-1,9.007552491E0
9.695419292E0,1.216071167E0,-9.108408966E0,-1.193019104E0,9.266349743E0
9.705392292E0,1.072220306E0,-9.548194427E0,-1.569186859E0,9.735503100E0
9.715365292E0,8.346643066E-1,-9.856852570E0,-1.653760986E0,1.002941337E1
9.725337292E0,6.635700989E-1,-1.005953110E1,-1.405277710E0,1.017886519E1
9.735310292E0,5.628295898E-1,-1.019754410E1,-1.248104553E0,1.028904504E1
9.745283292E0,1.073268127E-1,-1.030142807E1,-1.306632843E0,1.038451870E1
9.755256292E0,-4.962181091E-1,-1.030322433E1,-9.991722107E-1,1.036344582E1
9.765229375E0,-1.053808594E0,-1.030561935E1,-7.439529419E-1,1.038603720E1
9.775202375E0,-1.272952881E0,-1.045725403E1,-8.376580811E-1,1.056769804E1
9.785174375E0,-1.252295837E0,-1.062535446E1,-1.234482880E0,1.076988163E1
9.795147375E0,-9.951306152E-1,-1.071052734E1,-1.491947479E0,1.085963113E1
9.805120375E0,-5.583389282E-1,-1.067609894E1,-2.012714539E0,1.087850407E1
9.815093375E0,-1.481918335E-2,-1.071411987E1,-2.837499390E0,1.108350067E1
9.825066375E0,3.945794678E-1,-1.109507767E1,-3.304977264E0,1.158357959E1
9.835039375E0,6.468049622E-1,-1.173604477E1,-3.382066956E0,1.223075960E1
9.845011375E0,5.736071777E-1,-1.222058716E1,-2.681972809E0,1.252456601E1
9.854984375E0,1.770817566E-1,-1.194051956E1,-1.794618073E0,1.207592727E1
9.864957375E0,6.286926270E-2,-1.166374512E1,-2.067350922E0,1.184570988E1
9.874930375E0,1.809736633E-1,-1.172122559E1,-2.557132416E0,1.199828350E1
9.884903375E0,-3.480262756E-1,-1.193632828E1,-2.596051483E0,1.222033299E1
9.894876375E0,1.502874756E-1,-1.158396103E1,-2.526895294E0,1.185731585E1
9.904848375E0,2.640658722E0,-1.126946503E1,-2.193089447E0,1.178064352E1
9.914821375E0,4.456083527E0,-1.387135437E1,-3.052602081E0,1.488588365E1
9.924794375E0,5.136418762E0,-1.552526505E1,-2.401905212E0,1.652833328E1
9.934767375E0,5.154830475E0,-1.624002869E1,-1.561552734E0,1.710991689E1
9.944740375E0,4.722828827E0,-1.666589310E1,-7.095245361E-1,1.733668163E1
9.954713375E0,4.939727783E0,-1.621024063E1,1.746867371E-1,1.694707430E1
9.964685375E0,4.496649170E0,-1.596070953E1,7.324269104E-1,1.659820929E1
9.974658375E0,4.262086945E0,-1.538455765E1,2.868035889E-1,1.596659812E1
9.984631375E0,3.811523895E0,-1.441637100E1,-5.634283447E-1,1.492236304E1
9.994604375E0,3.530258789E0,-1.323921890E1,-1.170865173E0,1.375174787E1
1.000457737E1,3.484903107E0,-1.217343521E1,-1.272803192E0,1.272623678E1
1.001455037E1,4.058809662E0,-1.172257278E1,2.354603577E-1,1.240758196E1
1.002452237E1,3.594026184E0,-1.180774567E1,9.102571106E-1,1.237612419E1
1.003449538E1,1.791923676E0,-1.149235153E1,-1.974543915E0,1.179762509E1
1.004446837E1,1.351240082E0,-1.138487503E1,-2.860701141E0,1.181629554E1
1.005444137E1,7.273374939E-1,-1.137843842E1,-2.125430145E0,1.159807458E1
1.006441437E1,4.900808716E-1,-1.120614670E1,-8.351133728E-1,1.124790280E1
1.007438737E1,1.769320679E-1,-1.047327072E1,3.570075989E-1,1.048084725E1
1.008435937E1,7.735913086E-1,-9.058562622E0,1.402433624E0,9.199066277E0
1.009433237E1,9.282197571E-1,-7.725434875E0,1.821562042E0,7.991371860E0
1.010430537E1,5.367837524E-1,-6.478976898E0,1.360520782E0,6.642009880E0
1.011427837E1,-6.780899048E-2,-5.928571472E0,6.735992432E-2,5.929341879E0
1.012425137E1,-2.659968567E-1,-4.765190735E0,-1.093176727E0,4.896205921E0
1.013422438E1,-7.978408813E-2,-3.124003601E0,-1.355880432E0,3.406490239E0
1.014419637E1,7.878117371E-1,-1.706750793E0,-1.907782745E0,2.678298080E0
1.015416937E1,7.864645386E-1,-1.521735535E0,-1.654958496E0,2.381825588E0
1.016414237E1,5.525010681E-1,-1.839375000E0,-6.496490479E-1,2.027461888E0
1.017411537E1,6.614744568E-1,-1.878144379E0,-3.070115662E-1,2.014753301E0
1.018408837E1,9.358538818E-1,-1.893262939E0,1.736389160E-2,2.112005812E0
1.019406137E1,1.312770081E0,-1.543440399E0,1.666035461E-1,2.033059343E0
1.020403337E1,1.503473511E0,-1.132544861E0,2.248324585E-1,1.895689873E0
1.021400637E1,1.783241730E0,-1.084045715E0,-5.146298218E-1,2.149406903E0
1.022397937E1,1.640139313E0,-1.015039215E0,-1.842668152E0,2.667543344E0
1.023395238E1,1.383722534E0,-1.109343109E0,-3.027154999E0,3.508418101E0
1.024392537E1,1.011446686E0,-1.978735199E0,-4.316723328E0,4.855153723E0
1.025389837E1,6.441105652E-1,-3.395239563E0,-5.652395782E0,6.625111938E0
1.026387037E1,4.334985352E-1,-4.799319763E0,-6.809938660E0,8.342461011E0
1.027384337E1,9.475296021E-1,-6.696624298E0,-8.298143921E0,1.070522218E1
1.028381637E1,9.559121704E-1,-9.193282471E0,-1.034798126E1,1.387483070E1
1.029378937E1,4.104464722E-1,-1.205937241E1,-1.252774841E1,1.739371753E1
1.030376237E1,2.688409424E-1,-1.536689438E1,-1.260618530E1,1.987786775E1
1.031373437E1,1.328188019E0,-1.838252335E1,-1.221804245E1,2.211248085E1
1.032370737E1,2.469265137E0,-1.871468262E1,-1.179292648E1,2.225780157E1
1.033368038E1,2.541415100E0,-1.415576294E1,-1.107756409E1,1.815370048E1
1.034365337E1,3.252436523E0,-1.028331573E1,-9.797875214E0,1.457131719E1
1.035362637E1,4.049978027E0,-8.316855011E0,-8.656199341E0,1.266894575E1
1.036359938E1,4.937781830E0,-8.100554810E0,-7.833659821E0,1.230312577E1
1.037357137E1,5.995332642E0,-1.002270767E1,-6.959477692E0,1.359533053E1
1.038354437E1,6.569688263E0,-1.224498642E1,-4.363426208E0,1.456502608E1
1.039351737E1,6.905589752E0,-1.232926117E1,-1.534758453E0,1.421454657E1
1.040349037E1,6.022276611E0,-9.817334747E0,4.281097412E-2,1.151736558E1
1.041346337E1,2.766097870E0,-6.199208679E0,6.602769470E-1,6.820370321E0
1.042343637E1,1.206491089E0,-4.076921997E0,6.899153137E-1,4.307307379E0
1.043340838E1,-2.335144043E-2,-4.240980835E0,-7.836204529E-1,4.312832566E0
1.044338137E1,-3.652404785E-2,-5.187312927E0,-1.959425354E0,5.545168810E0
1.045335437E1,1.801952820E0,-6.404282227E0,-2.439926147E-2,6.653003842E0
1.046332738E1,3.525618439E0,-7.581134949E0,7.214996338E-1,8.391910045E0
1.047330037E1,4.291126556E0,-8.931177521E0,-4.495152283E-1,9.918758137E0
1.048327337E1,4.911436615E0,-1.106708588E1,-1.038091278E0,1.215237561E1
1.049324537E1,5.819747772E0,-1.365535355E1,-1.078656921E0,1.488293134E1
1.050321837E1,5.292394409E0,-1.506557098E1,-5.680686951E-1,1.597822173E1
1.051319137E1,3.993246002E0,-1.432236649E1,6.491999817E-1,1.488279732E1
1.052316437E1,2.640808411E0,-1.247146545E1,1.846859436E0,1.288107951E1
1.053313737E1,1.397793274E0,-1.093281509E1,1.732197876E0,1.115709556E1
1.054311037E1,2.441423035E-1,-1.015952316E1,2.691403198E-1,1.016601952E1
1.055308237E1,-5.942642212E-1,-1.017419266E1,-1.563049622E0,1.031069689E1
1.056305538E1,-4.046086121E-1,-1.028316605E1,-2.196831665E0,1.052298824E1
1.057302837E1,2.233355713E-1,-1.017104919E1,-1.420845337E0,1.027224036E1
1.058300137E1,6.984475708E-1,-1.031669632E1,-8.556207275E-1,1.037565125E1
1.059297438E1,-1.155596924E-1,-1.092218719E1,-8.063731384E-1,1.095252322E1
1.060294737E1,-8.241860962E-1,-1.095257401E1,-7.900570679E-1,1.101191855E1
1.061291937E1,-8.830137634E-1,-1.055994049E1,-5.674699402E-1,1.061197807E1
1.062289237E1,-3.221301270E-1,-9.876761169E0,-1.889071655E-1,9.883818338E0
1.063286537E1,4.749623108E-1,-9.198970642E0,2.517764282E-1,9.214664478E0
1.064283837E1,9.924362183E-1,-8.532406769E0,5.514532471E-1,8.607612654E0
1.065281137E1,1.173858948E0,-8.283025360E0,1.472937012E-1,8.367087270E0
1.066278437E1,1.341959381E0,-8.373886414E0,-3.583547974E-1,8.488300584E0
1.067275637E1,1.244811401E0,-8.562344513E0,-5.065466309E-1,8.667173038E0
1.068272937E1,1.059496765E0,-8.574469299E0,-8.367599487E-1,8.680105090E0
1.069270238E1,7.851173401E-1,-8.666228485E0,-1.354533234E0,8.806513821E0
1.070267537E1,2.487826538E-1,-9.037606201E0,-1.516496429E0,9.167332222E0
1.071264837E1,1.088237000E-1,-9.006620636E0,-1.560504913E0,9.141456857E0
1.072262137E1,6.620732117E-1,-8.574020233E0,-1.886676636E0,8.804073638E0
1.073259337E1,1.106049957E0,-8.352181549E0,-2.116748199E0,8.686938821E0
1.074256637E1,1.333576813E0,-8.354576569E0,-1.838476868E0,8.657792672E0
1.075253937E1,1.496288452E0,-8.045469360E0,-1.284927979E0,8.283688567E0
1.076251237E1,1.755699005E0,-7.942034454E0,-7.104226685E-1,8.164746820E0
1.077248462E1,2.090552673E0,-8.149652710E0,-1.965412903E-1,8.415811206E0
1.078245762E1,2.157313843E0,-8.254883881E0,3.165916443E-1,8.537993978E0
1.079242962E1,1.993255005E0,-8.370443573E0,5.718109131E-1,8.623477190E0
1.080240262E1,1.542542267E0,-8.908125458E0,5.463638306E-1,9.057187712E0
1.081237563E1,1.079255676E0,-9.817334747E0,2.091151428E-1,9.878693410E0
1.082234862E1,7.170089722E-1,-1.041489212E1,-6.381230164E-1,1.045902867E1
1.083232162E1,5.292993164E-1,-1.030367340E1,-2.023192749E0,1.051376014E1
1.084229362E1,5.056484985E-1,-9.847272491E0,-3.206182709E0,1.036841663E1
1.085226662E1,3.951782227E-1,-9.817634125E0,-3.305725708E0,1.036677038E1
1.086223962E1,4.511618042E-1,-1.018826340E1,-2.099384308E0,1.041209261E1
1.087221262E1,5.010081482E-1,-1.086934708E1,-8.681945801E-1,1.091546961E1
1.088218562E1,4.821473694E-1,-1.164099243E1,-6.120771790E-1,1.166703944E1
1.089215862E1,1.820214844E-1,-1.177511353E1,-7.291337585E-1,1.179907057E1
1.090213062E1,-3.189866638E-1,-1.167586990E1,-1.063388672E0,1.172853298E1
1.091210363E1,-6.382727051E-1,-1.143561951E1,-1.384021912E0,1.153673707E1
1.092207662E1,-5.716612244E-1,-1.131197662E1,-1.436562653E0,1.141715043E1
1.093204962E1,1.802252197E-1,-1.080827408E1,-2.521955566E0,1.110006890E1
1.094202263E1,1.572629700E0,-1.028301636E1,-3.755091248E0,1.105957955E1
1.095199562E1,2.163600769E0,-1.025188110E1,-3.868704987E0,1.116911423E1
1.096196762E1,2.170187073E0,-1.090841583E1,-3.106490021E0,1.154787981E1
1.097194062E1,1.396895142E0,-1.175011551E1,-2.208657074E0,1.203722130E1
1.098191362E1,1.413061523E-1,-1.256996063E1,-1.874402161E0,1.270973096E1
1.099188662E1,-1.138382721E0,-1.325448715E1,-2.225571899E0,1.348816204E1
1.100185962E1,-2.517165527E0,-1.421982971E1,-2.968327332E0,1.474281678E1
1.101183262E1,-2.904110870E0,-1.326751007E1,-2.255359955E0,1.376761896E1
1.102180462E1,-1.133742371E0,-1.305270676E1,-1.556014252E0,1.319392685E1
1.103177762E1,2.707719269E0,-1.481618958E1,-2.637964325E0,1.529084932E1
1.104175063E1,3.571273499E0,-1.593556183E1,-2.409988403E0,1.650770030E1
1.105172362E1,3.559747467E0,-1.537587570E1,-1.128054199E0,1.582282724E1
1.106169662E1,3.233575745E0,-1.489297989E1,-3.682342529E-2,1.524002028E1
1.107166963E1,2.572700043E0,-1.514715134E1,1.772314453E-1,1.536510300E1
1.108164162E1,2.802771606E0,-1.506631943E1,3.264710999E-1,1.532827757E1
1.109161462E1,3.124602356E0,-1.452085373E1,1.926493835E-1,1.485447565E1
1.110158762E1,2.806813202E0,-1.389844803E1,-5.575904846E-1,1.418999525E1
1.111156062E1,2.665806427E0,-1.363709152E1,-1.442400513E0,1.396987145E1
1.112153362E1,2.930007019E0,-1.362302078E1,-8.481362915E-1,1.396033565E1
1.113150662E1,1.969304810E0,-1.340043365E1,6.316864014E-2,1.354451084E1
1.114147863E1,-2.164498901E-1,-1.364173187E1,-6.197113037E-1,1.365751592E1
1.115145162E1,-1.490001526E0,-1.411908920E1,-1.293909302E0,1.425633143E1
1.116142462E1,-2.126477966E0,-1.365191071E1,-1.331181793E0,1.388051222E1
1.117139763E1,-1.786534882E0,-1.286364990E1,-9.446855164E-1,1.302142951E1
1.118137062E1,-4.321513367E-1,-1.176059372E1,-8.622070312E-2,1.176884673E1
1.119134362E1,7.512876892E-1,-1.045216461E1,3.384461975E-1,1.048459461E1
1.120131562E1,1.020428009E0,-9.298813019E0,6.819818115E-1,9.379461396E0
1.121128862E1,8.940907288E-1,-8.042325897E0,1.389710083E0,8.210340930E0
1.122126162E1,1.323547668E0,-6.926396484E0,1.606609039E0,7.232422782E0
1.123123462E1,1.432970123E0,-5.159321136E0,8.774752808E-1,5.426044677E0
1.124120762E1,2.367027740E0,-3.147804108E0,5.403762817E-2,3.938833722E0
1.125118062E1,2.720442810E0,-2.340383148E0,1.073268127E-1,3.590225816E0
1.126115262E1,2.571652222E0,-1.936373291E0,4.577481079E-1,3.251533485E0
1.127112563E1,2.514022064E0,-1.562450867E0,6.965016174E-1,3.040834450E0
1.128109862E1,2.375559998E0,-1.686393127E0,1.097966766E0,3.113316255E0
1.129107162E1,2.126028900E0,-1.929786987E0,9.484277344E-1,3.023837275E0
1.130104462E1,1.870809631E0,-2.019899597E0,5.876779175E-1,2.815188874E0
1.131101662E1,1.678459625E0,-2.066602478E0,-1.143621826E-1,2.664798534E0
1.132098962E1,1.941612396E0,-2.095492401E0,-9.002279663E-1,2.995222444E0
1.133096262E1,1.905537415E0,-2.298021240E0,-1.335822144E0,3.270534399E0
1.134093562E1,1.480870514E0,-2.822680206E0,-1.995051270E0,3.760416279E0
1.135090862E1,1.311273193E0,-3.279679871E0,-2.985990601E0,4.625135383E0
1.136088162E1,1.065484314E0,-3.477268982E0,-4.084556122E0,5.469026889E0
1.137085363E1,8.533753967E-1,-3.832330627E0,-5.363795929E0,6.647203500E0
1.138082662E1,8.881031799E-1,-4.514013062E0,-7.263794861E0,8.598125200E0
1.139079962E1,9.054670715E-1,-5.671256561E0,-9.995314636E0,1.152776372E1
1.140077262E1,1.833836517E0,-7.741750946E0,-1.164578247E1,1.410396800E1
1.141074562E1,7.394622803E-1,-9.574839020E0,-1.314760941E1,1.628139981E1
1.142071862E1,1.109492798E0,-1.154115005E1,-1.200997513E1,1.669337058E1
1.143069062E1,2.060764618E0,-1.388303009E1,-9.775421906E0,1.710392203E1
1.144066362E1,1.757195892E0,-1.463701218E1,-8.191266174E0,1.686495492E1
1.145063662E1,1.646276550E0,-1.260708344E1,-7.112758942E0,1.456846316E1
1.146060962E1,1.832938385E0,-1.012195129E1,-6.916966095E0,1.239588565E1
1.147058263E1,1.544338531E0,-8.861721954E0,-7.362888794E0,1.162442381E1
1.148055562E1,1.494492188E0,-7.916737061E0,-8.705446930E0,1.186140965E1
1.149052762E1,2.087858276E0,-8.448581085E0,-1.033750305E1,1.351301757E1
1.150050062E1,2.174078979E0,-1.127844635E1,-8.364905090E0,1.420920859E1
1.151047362E1,2.720143433E0,-1.409139679E1,-2.116897888E0,1.450682255E1
1.152044662E1,5.442382507E0,-1.545820450E1,-6.512956238E-1,1.640121336E1
1.153041962E1,5.774841156E0,-1.466769836E1,-3.588188324E0,1.616679502E1
1.154039262E1,4.331542511E0,-1.166000290E1,-3.768413544E0,1.299687919E1
1.155036462E1,2.901715851E0,-8.174351349E0,-4.250560913E0,9.659567430E0
1.156033762E1,2.323767700E0,-5.660778351E0,-2.091600494E0,6.466768937E0
1.157031063E1,4.078119507E0,-3.779191132E0,3.318598938E0,6.475063184E0
1.158028362E1,6.488856354E0,-3.167862396E0,1.353934479E0,7.346682756E0
1.159025662E1,6.319857788E0,-4.146377563E0,-1.446292419E0,7.695765792E0
