"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.757967084E-1,8.960366821E-1,-8.662635956E0,-2.548450470E0,9.074069828E0
9.857697084E-1,1.354832611E0,-6.522087250E0,-2.128573608E0,6.993140861E0
9.957437083E-1,2.036365356E0,-4.355343018E0,-2.069147186E0,5.234230291E0
1.005717708E0,2.274969177E0,-2.107916565E0,-2.435884552E0,3.943644324E0
1.015690708E0,2.189646606E0,-6.032455444E-2,-2.636916504E0,3.428049002E0
1.025664708E0,1.534459076E0,1.257534943E0,-2.906805267E0,3.519300449E0
1.035638708E0,9.107061768E-1,2.023492126E0,-3.133433990E0,3.839572203E0
1.045611708E0,1.228944397E-1,2.145338745E0,-2.652184753E0,3.413453580E0
1.055585708E0,-7.162605286E-1,1.901795197E0,-1.385967865E0,2.459829473E0
1.065558708E0,-1.265019379E0,1.706002350E0,-8.442443848E-2,2.125522414E0
1.075532708E0,-1.267264709E0,1.471589813E0,7.770341492E-1,2.091726199E0
1.085506708E0,-7.009922791E-1,9.759704590E-2,1.370849304E0,1.542771264E0
1.095479708E0,-9.964778137E-1,-9.608518982E-1,1.387764130E0,1.960125935E0
1.105453708E0,-8.589138794E-1,-1.054856415E0,1.246457977E0,1.845023739E0
1.115427708E0,-5.230123901E-1,-8.901988220E-1,1.081650696E0,1.495314058E0
1.125400708E0,-4.513114929E-1,-6.905140686E-1,6.891668701E-1,1.074915214E0
1.135374708E0,-4.155358887E-1,-5.078938293E-1,2.859054565E-1,7.157989569E-1
1.145348708E0,-4.050576782E-1,-3.752696228E-1,-3.173400879E-2,5.530877505E-1
1.155321708E0,-4.799020386E-1,-3.394940186E-1,-7.469467163E-1,9.505217264E-1
1.165295708E0,-5.162763977E-1,-3.300636292E-1,-2.296224976E0,2.376579992E0
1.175269708E0,-1.561253357E-1,-4.077520752E-1,-2.912194061E0,2.944742964E0
1.185242708E0,-1.413061523E-1,-6.652166748E-1,-2.684367828E0,2.769171589E0
1.195216708E0,-3.212319946E-1,-9.776170349E-1,-2.374811554E0,2.588175994E0
1.205189708E0,-3.579057312E-1,-1.219214630E0,-2.205812988E0,2.545622078E0
1.215163708E0,-5.839356995E-1,-1.382375336E0,-2.396217041E0,2.827330645E0
1.225137708E0,-1.314566345E0,-1.538500671E0,-2.815794525E0,3.467530505E0
1.235110708E0,-2.391127625E0,-1.939516754E0,-2.871179352E0,4.209855986E0
1.245084708E0,-3.141517181E0,-2.656825104E0,-1.292262726E0,4.312515830E0
1.255058708E0,-1.338965607E0,-5.103636932E0,-9.777667236E-1,5.366187343E0
1.265031708E0,1.883982239E0,-7.982749786E0,7.441026306E-1,8.235737487E0
1.275005708E0,3.602558441E0,-8.217162323E0,5.962101746E0,1.077250394E1
1.284979708E0,4.719535675E0,-9.377698975E0,6.012696533E0,1.209825502E1
1.294952708E0,9.523795166E0,-1.514700165E1,-9.033115540E0,2.004324100E1
1.304926708E0,1.106499023E1,-2.414344345E1,-1.452055435E1,3.026857065E1
1.314900708E0,2.770887909E0,-2.762340683E1,8.913214874E0,2.915777468E1
1.324873708E0,5.511389008E0,-2.980467087E1,4.717290344E0,3.067485359E1
1.334847708E0,8.838370514E0,-3.063559296E1,-8.527916107E0,3.300578286E1
1.344820708E0,4.203858032E0,-3.045881058E1,-1.491827728E1,3.417552576E1
1.354794708E0,2.614762573E0,-3.102208923E1,-1.221519836E1,3.344275818E1
1.364768708E0,2.585722961E0,-3.111265091E1,-7.760162659E0,3.216991039E1
1.374741708E0,1.026565247E0,-3.110337021E1,-4.570296021E0,3.145411071E1
1.384715708E0,1.446891174E0,-3.011108368E1,-3.024610291E0,3.029718010E1
1.394689708E0,3.195704498E0,-2.796245178E1,-3.337908783E0,2.834171611E1
1.404662708E0,4.694837036E0,-2.571412720E1,-2.988984375E0,2.630953933E1
1.414636708E0,5.158872070E0,-2.275612839E1,-2.419418793E0,2.345866423E1
1.424610708E0,5.252277832E0,-1.952854019E1,-2.612816620E0,2.039061341E1
1.434583708E0,5.460045776E0,-1.626293106E1,-3.246299286E0,1.745948125E1
1.444557708E0,5.353916473E0,-1.314162186E1,-3.783083038E0,1.468599210E1
1.454531708E0,4.521048431E0,-1.089105194E1,-3.958218842E0,1.243874542E1
1.464504708E0,3.264710999E0,-9.210496674E0,-3.421584778E0,1.035368675E1
1.474478708E0,2.339784393E0,-7.251071320E0,-2.402503967E0,7.989033208E0
1.484452708E0,1.544637909E0,-5.724695435E0,-1.562151489E0,6.131750269E0
1.494425333E0,7.978408813E-1,-4.573738861E0,-1.366059265E0,4.839602789E0
1.504399333E0,-1.008901978E-1,-3.034789124E0,-1.117126923E0,3.235443774E0
1.514372333E0,-9.711804199E-1,-1.524878998E0,-8.196954346E-1,1.985030975E0
1.524346333E0,-1.926044769E0,-8.966354370E-1,-8.966354370E-2,2.126415555E0
1.534320333E0,-2.858306122E0,-6.213578796E-1,6.273454285E-1,2.991581820E0
1.544293333E0,-3.313958588E0,-2.709365845E-1,6.343807983E-1,3.384991455E0
1.554267333E0,-3.393143921E0,-5.089416504E-2,4.284091187E-1,3.420460533E0
1.564241333E0,-3.333867188E0,2.815644836E-1,-3.826043701E-1,3.367541401E0
1.574214333E0,-2.816842346E0,9.533674622E-1,-3.298840027E0,4.441379948E0
1.584188333E0,-3.931274872E0,1.131197662E0,-8.262817383E-2,4.091620423E0
1.594162333E0,-3.387306061E0,9.021739197E-1,4.177662506E0,5.453496506E0
1.604135333E0,-9.270222473E-1,4.837939453E-1,2.630779266E0,2.830976223E0
1.614109333E0,4.903802490E-1,2.401007080E-1,1.032702484E0,1.168159047E0
1.624083333E0,1.196162567E0,1.053808594E-1,5.102888489E-1,1.304724002E0
1.634056333E0,1.872905273E0,1.348695374E-1,3.131488037E-1,1.903687508E0
1.644030333E0,2.634072418E0,1.775308228E-1,2.624043274E-1,2.653056865E0
1.654004333E0,3.181184692E0,1.520837402E-1,1.785786438E-1,3.189820660E0
1.663977333E0,3.172053680E0,5.209167480E-2,-2.151026917E-1,3.179765284E0
1.673951333E0,2.399210815E0,2.963836670E-2,-1.202898560E0,2.684037242E0
1.683924333E0,1.416504364E0,1.318757629E-1,-2.490520935E0,2.868199846E0
1.693898333E0,6.007008362E-1,-1.932481384E-1,-2.726130981E0,2.798209511E0
1.703872333E0,-8.786727905E-2,-6.518943787E-1,-2.512824554E0,2.597493827E0
1.713845333E0,-9.180409241E-1,-8.789721680E-1,-2.498155060E0,2.802885997E0
1.723819333E0,-1.682351532E0,-8.960366821E-1,-2.935395813E0,3.499962427E0
1.733793333E0,-2.185455322E0,-6.994953918E-1,-3.861968994E0,4.492250358E0
1.743766333E0,-2.213447113E0,-6.117778015E-1,-5.025050354E0,5.524920928E0
1.753740333E0,-1.726659393E0,-9.357041931E-1,-5.595663757E0,5.930290708E0
1.763714333E0,-8.199948120E-1,-1.531016235E0,-5.100493469E0,5.388082761E0
1.773687333E0,4.239184570E-1,-2.476150818E0,-3.141367493E0,4.022340047E0
1.783661333E0,2.618205414E0,-5.602998505E0,-2.250420227E0,6.581259988E0
1.793635333E0,4.074377289E0,-9.556726685E0,-5.677693176E-1,1.040451523E1
1.803608333E0,4.958139496E0,-1.185998703E1,4.431085510E0,1.359694666E1
1.813582333E0,6.570137329E0,-1.695988174E1,2.839894409E0,1.840840280E1
1.823555333E0,1.122545654E1,-2.606499756E1,-6.402036896E0,2.909262877E1
1.833529333E0,9.732461243E0,-3.364358780E1,-4.201163635E0,3.527409216E1
1.843503333E0,6.015091553E0,-3.241299683E1,6.023025055E0,3.351209514E1
1.853476333E0,7.535779266E0,-3.275623306E1,-1.669328613E0,3.365331234E1
1.863450333E0,7.847580872E0,-3.486639496E1,-9.580078125E0,3.700037729E1
1.873424333E0,2.489622803E0,-3.406765594E1,-2.154619446E0,3.422639023E1
1.883397333E0,1.363664246E-1,-3.334091721E1,-4.655319214E-1,3.334444595E1
1.893371333E0,2.567161560E-1,-3.174807953E1,-3.216660919E0,3.191164935E1
1.903345333E0,2.775528259E0,-2.963597168E1,-3.908372498E0,3.002115504E1
1.913318333E0,5.752387848E0,-2.653876236E1,-1.656455383E0,2.720550896E1
1.923292333E0,6.944957886E0,-2.270777893E1,5.014572144E-2,2.374611923E1
1.933266333E0,6.491251373E0,-1.929248108E1,-4.011657715E-2,2.035528875E1
1.943239333E0,5.585335236E0,-1.639809998E1,-1.235231323E0,1.736719462E1
1.953213333E0,4.159999237E0,-1.409828247E1,-2.088007965E0,1.484678213E1
1.963187333E0,2.424358521E0,-1.224199265E1,-2.200424194E0,1.267224387E1
1.973160333E0,8.979826355E-1,-1.045665527E1,-2.241588593E0,1.073185593E1
1.983134333E0,-2.471360779E-1,-8.835676117E0,-2.137704620E0,9.093955670E0
1.993107333E0,-7.920030212E-1,-7.207661591E0,-1.857337646E0,7.485142452E0
2.003081333E0,-5.508544922E-1,-5.269791412E0,-1.592238922E0,5.532573270E0
2.013055333E0,2.865042114E-1,-3.194357300E0,-1.542841644E0,3.558983501E0
2.023028333E0,9.735754395E-1,-1.363813934E0,-1.847158813E0,2.493959355E0
2.033002333E0,1.274000702E0,8.532257080E-3,-2.279160461E0,2.611076980E0
2.042976333E0,1.104403381E0,8.765771484E-1,-2.337389374E0,2.729740539E0
2.052949333E0,9.084608459E-1,1.318009186E0,-1.851350098E0,2.447436722E0
2.062923333E0,6.670129395E-1,1.375040588E0,-1.417701874E0,2.084591443E0
2.072897333E0,4.061054993E-1,1.389710083E0,-1.488354950E0,2.076395013E0
2.082870333E0,-2.851570129E-1,1.359622650E0,-2.030527496E0,2.460270348E0
2.092844333E0,-1.376836853E0,1.162183228E0,-1.917811890E0,2.631416352E0
2.102817333E0,-1.501078491E0,2.586621094E-1,-8.078700256E-1,1.724180009E0
2.112791333E0,-1.264420624E0,-8.225395203E-1,2.499801636E-2,1.508627083E0
2.122765333E0,-1.422940979E0,-1.251397705E0,3.317102051E-1,1.923743462E0
2.132738333E0,-1.365759888E0,-1.247805176E0,-8.951385498E-2,1.852115158E0
2.142712333E0,-1.317410431E0,-1.025517426E0,-9.318122864E-1,1.911944134E0
2.152686333E0,-1.068478088E0,-8.041278076E-1,-1.736089783E0,2.191409293E0
2.162659333E0,-4.276606750E-1,-6.785389709E-1,-1.992057495E0,2.147464051E0
2.172633333E0,-7.694000244E-2,-5.197192383E-1,-1.437460785E0,1.530464426E0
2.182607333E0,-1.511856079E-1,-2.698887634E-1,-7.005432129E-1,7.658053446E-1
2.192580333E0,-1.037342834E-1,-1.484912109E-1,-4.176315308E-1,4.552214151E-1
2.202554333E0,4.116439819E-2,-1.519340515E-1,-4.424798584E-1,4.696454927E-1
2.212528333E0,1.582209778E-1,-1.074765015E-1,-4.005670166E-1,4.438907647E-1
2.222501333E0,1.986369324E-1,-1.838177490E-1,-4.784051514E-1,5.496517849E-1
2.232475333E0,5.927673340E-2,-4.418811035E-1,-9.349557495E-1,1.035816052E0
2.242448333E0,-1.860630798E-1,-8.153544617E-1,-1.769769745E0,1.957423643E0
2.252422333E0,-4.040098572E-1,-1.373543701E0,-1.762584686E0,2.270804051E0
2.262396333E0,1.296304321E-1,-2.158361664E0,1.962419128E-1,2.171137953E0
2.272369333E0,1.786684570E0,-3.363355865E0,2.573298798E0,4.596332357E0
2.282343333E0,3.369493103E0,-3.680845642E0,4.463118896E0,6.694888998E0
2.292317333E0,3.894601135E0,-3.924688568E0,3.251837769E0,6.414479498E0
2.302290333E0,6.916966095E0,-6.378835144E0,-1.640738068E0,9.551229196E0
2.312264333E0,1.359128677E1,-1.238883728E1,-6.445895691E0,1.948732759E1
2.322238333E0,1.487846008E1,-1.903217239E1,1.301992493E0,2.419271264E1
2.332211333E0,1.078162949E1,-2.356474686E1,4.102219391E0,2.623678777E1
2.342185333E0,8.070167999E0,-2.812366653E1,3.796105957E0,2.950387519E1
2.352159333E0,3.677702179E0,-3.442122070E1,-9.028325500E0,3.577508336E1
2.362132333E0,-2.119143219E0,-4.063794296E1,-2.302721466E1,4.675666574E1
2.372106333E0,-2.978206787E0,-4.132067322E1,-1.808105026E1,4.520168282E1
2.382079333E0,1.081351318E0,-3.961841309E1,-1.258507919E1,4.158331630E1
2.392053333E0,3.072510681E0,-3.665233109E1,-8.526568909E0,3.775627197E1
2.402027333E0,5.575455780E0,-3.186408829E1,-5.053491211E0,3.274054983E1
2.412000333E0,8.970845032E0,-2.738405457E1,-1.940714264E0,2.888128939E1
2.421974333E0,1.119956039E1,-2.344933685E1,-6.179150391E-1,2.599391027E1
2.431948333E0,1.140059235E1,-2.036185730E1,-3.339555359E-1,2.333860032E1
2.441921333E0,9.207053833E0,-1.803509583E1,-6.611750793E-1,2.026010055E1
2.451895333E0,7.195087738E0,-1.532857407E1,-2.258952484E0,1.708324726E1
2.461869333E0,4.758454742E0,-1.297352142E1,-4.467609558E0,1.452290208E1
2.471842333E0,2.401605835E0,-1.052102142E1,-6.266119537E0,1.247893651E1
2.481816333E0,-6.002517700E-2,-7.823930054E0,-6.107150116E0,9.925460546E0
2.491790583E0,-2.388133850E0,-6.446195068E0,-4.903652802E0,8.444076323E0
2.501763583E0,-3.834575958E0,-6.045628052E0,-3.664080505E0,8.042330338E0
2.511737583E0,-4.587510223E0,-5.277126160E0,-2.017654266E0,7.277653419E0
2.521710583E0,-3.830833740E0,-3.963457947E0,-3.917353821E-1,5.526096511E0
2.531684583E0,-2.470762024E0,-2.623893585E0,4.170327759E-1,3.628139862E0
2.541658583E0,-1.702559509E0,-1.248703308E0,5.056484985E-1,2.171094019E0
2.551631583E0,-1.208287354E0,-7.424560547E-2,5.032534790E-1,1.311005264E0
2.561605583E0,-5.824388123E-1,5.019062805E-1,3.564088440E-1,8.474503812E-1
2.571579583E0,-3.876937866E-2,7.996371460E-1,3.607498169E-2,8.013888159E-1
2.581552583E0,3.643423462E-1,9.924362183E-1,-1.803749084E-1,1.072478485E0
2.591526583E0,5.831872559E-1,1.063688049E0,-4.281097412E-1,1.286397136E0
2.601500583E0,8.473878479E-1,1.185684357E0,-1.889221344E0,2.386015684E0
2.611473583E0,1.745071106E0,1.470242615E0,-5.776637421E0,6.210992385E0
2.621447583E0,3.144061890E0,1.672472076E0,-6.211034088E0,7.159555325E0
2.631421583E0,3.673211517E0,1.584904175E0,-2.123633881E0,4.529263180E0
2.641394583E0,3.047063599E0,1.549577637E0,2.922672272E0,4.497532727E0
2.651368583E0,1.190474396E0,1.481020203E0,3.740721130E0,4.195669756E0
2.661341583E0,-4.104464722E-1,2.074685669E-1,2.230960693E0,2.277870744E0
2.671315583E0,-1.503772888E0,-1.001118164E0,1.619931335E0,2.426468217E0
2.681289583E0,-2.376757507E0,-1.159937897E0,8.092172241E-1,2.765730408E0
2.691262583E0,-2.981050873E0,-1.234632568E0,-1.526824951E-1,3.230215756E0
2.701236583E0,-3.294948120E0,-1.411564636E0,-8.090675354E-1,3.674750075E0
2.711210583E0,-3.433410187E0,-1.615889740E0,-1.103056183E0,3.951725965E0
2.721183583E0,-3.385210419E0,-1.720971222E0,-1.336720276E0,4.025942451E0
2.731157583E0,-3.033591614E0,-1.652563477E0,-1.741927643E0,3.868844277E0
2.741131583E0,-2.692451019E0,-1.406624908E0,-2.402953033E0,3.873250496E0
2.751104583E0,-2.551893311E0,-1.196911011E0,-3.031945038E0,4.139739865E0
2.761078583E0,-2.388283539E0,-1.140328674E0,-2.802322540E0,3.854511560E0
2.771051583E0,-9.089099121E-1,-1.673070831E0,-1.112187195E0,2.205049567E0
2.781025583E0,2.038910065E0,-3.508853302E0,2.745291138E-1,4.067501934E0
2.790999583E0,4.145629120E0,-5.393434296E0,1.129700775E0,6.895766683E0
2.800972583E0,5.845793610E0,-6.734046478E0,2.076781311E0,9.156074787E0
2.810946583E0,8.139024811E0,-7.335645447E0,9.819580078E-1,1.100089362E1
2.820920583E0,1.106139771E1,-9.406888275E0,-5.578599243E0,1.555521892E1
2.830893583E0,7.855214996E0,-1.370984024E1,3.306623840E-1,1.580422284E1
2.840867583E0,1.114881592E0,-2.220063354E1,6.564898224E0,2.317776908E1
2.850841583E0,3.769910431E0,-3.526067505E1,-2.071991272E0,3.552211392E1
2.860814583E0,1.197180450E1,-4.164055801E1,-1.398571655E1,4.552867714E1
2.870788583E0,8.262068939E0,-3.073857880E1,-7.457641754E0,3.269156512E1
2.880761583E0,3.372337189E0,-3.194477051E1,-1.168215683E1,3.418060575E1
2.890735583E0,2.976260834E0,-3.347698425E1,-1.393287643E1,3.638257342E1
2.900709583E0,4.336182861E0,-3.155153824E1,-9.463919678E0,3.322450636E1
2.910682583E0,5.706433411E0,-3.002441391E1,-6.022126923E0,3.114955578E1
2.920656583E0,6.443650360E0,-2.717898102E1,-1.888472900E0,2.799614204E1
2.930630583E0,5.942193146E0,-2.527404236E1,9.086105347E-2,2.596334209E1
2.940603583E0,5.175487518E0,-2.330383942E1,-3.736230469E-1,2.387455124E1
2.950577583E0,5.117557983E0,-2.050046906E1,-1.116228790E0,2.115903112E1
2.960551583E0,5.215304718E0,-1.778242126E1,-2.276166687E0,1.867069479E1
2.970524583E0,4.484524384E0,-1.549532730E1,-3.416345673E0,1.648901285E1
2.980498583E0,3.581751709E0,-1.309417053E1,-3.935166779E0,1.413406470E1
2.990472583E0,2.572700043E0,-1.064376617E1,-3.994742889E0,1.165617925E1
3.000445583E0,9.322613525E-1,-8.493936768E0,-3.617826691E0,9.279264141E0
3.010419583E0,-7.584727478E-1,-6.959178314E0,-3.301384735E0,7.739805223E0
3.020392583E0,-2.225721588E0,-5.142106934E0,-3.179837494E0,6.442551264E0
3.030366583E0,-3.178639984E0,-2.803070984E0,-3.300187225E0,5.371423909E0
3.040340583E0,-3.380570068E0,-9.939331055E-1,-4.110901337E0,5.414394408E0
3.050313583E0,-3.428171082E0,2.688409424E-1,-4.145030365E0,5.385713429E0
3.060287583E0,-3.173849945E0,8.809181213E-1,-3.171454926E0,4.572468322E0
3.070261583E0,-2.356250153E0,9.313632202E-1,-1.695673828E0,3.048714805E0
3.080234583E0,-1.541644135E0,7.520361328E-1,-5.074447632E-1,1.788777563E0
3.090208583E0,-1.042282562E0,6.740483093E-1,-4.770579529E-1,1.329766278E0
3.100182583E0,-5.215155029E-1,7.508386230E-1,-1.793570251E0,2.013114826E0
3.110155583E0,1.305135956E0,1.122964783E0,-6.508166199E0,6.732061871E0
3.120129583E0,2.221979370E0,1.201401672E0,-5.683231659E0,6.219299027E0
3.130102583E0,1.601819000E0,6.030958557E-1,1.020877075E0,1.992922157E0
3.140076583E0,1.217118988E0,-2.802172852E-1,4.058510284E0,4.246340317E0
3.150050583E0,1.691781921E0,-1.053958282E0,2.930007019E0,3.543712074E0
3.160023583E0,1.866618347E0,-1.346000977E0,7.559280396E-1,2.422273701E0
3.169997583E0,6.541397095E-1,-1.091979218E0,-1.741328888E0,2.156975583E0
3.179971583E0,-6.307882690E-1,-8.542735291E-1,-2.758014679E0,2.955388650E0
3.189944583E0,-1.672322388E0,-8.352630615E-1,-1.463656311E0,2.374155923E0
3.199918583E0,-2.376607819E0,-7.617658997E-1,-4.571493530E-1,2.537230289E0
